transaction_id,amount,risk_score,event_hour,billing_shipping_mismatch,customer_transaction_count,merchant_transaction_count,device_transaction_count,session_transaction_count,ip_transaction_count,customer_account_age_days,customer_historical_decline_rate,customer_historical_spend_mean,merchant_age_days,merchant_refund_rate,merchant_chargeback_rate,merchant_volume_growth_rate,device_ip_reputation_score,device_first_seen_days_ago,device_failed_login_count,label,attack_bucket,attack_subtype,attack_id,scenario_id,simulation_segment,currency_code,channel_code,rail_code,transaction_type_code,status_code,billing_country_code,shipping_country_code,merchant_category_code,payment_method_type_code,auth_result_code
txn_961bd429d906,4.14,0.4516,10,0,85,85,63,3,16,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,4,0,1,1,0,0,0,1,2,0
txn_0f6b2a777378,2.49,0.5752,10,0,85,85,1,3,17,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,3,3,4,2,1
txn_4b9936ea3562,3.49,0.2172,10,0,85,85,63,3,18,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,0,0,1,1,1,1,1,4,1,2
txn_658326e22a2c,0.66,0.5839,10,0,85,85,63,3,19,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,0,5,5,6,2,0
txn_5ac058390fee,6.95,0.3445,10,0,85,85,63,3,18,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,4,0,1,1,1,5,5,2,2,1
txn_455227f53b50,4.54,0.3411,10,0,85,85,1,3,19,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,2,2,2,1,1
txn_7bc2e5ef0ccf,3.73,0.514,10,0,85,85,63,3,19,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,1,0,1,1,0,4,4,4,1,0
txn_8df1cc6e159b,3.52,0.334,11,1,85,85,63,3,20,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,0,0,1,1,1,1,5,1,2,1
txn_ed8980e8518e,2.59,0.4371,11,0,85,85,63,3,20,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,2,0,1,1,1,4,4,1,2,1
txn_2c5073a302e9,1.23,0.6917,11,0,85,85,1,3,20,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,0,4,4,1,2,0
txn_15cbb6df8e38,4.11,0.2624,11,0,85,85,63,3,20,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,1,0,1,1,1,3,3,0,2,2
txn_7aeb847bd287,7.45,0.2478,11,1,85,85,63,3,18,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,1,0,1,1,1,4,0,5,1,2
txn_52286cc0175e,1.92,0.0885,11,0,85,85,63,3,17,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,2,0,1,1,0,0,0,0,2,0
txn_94a89a411f1f,4.88,0.5116,11,0,85,85,1,3,17,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,1,1,1,2,1
txn_c04bd16360a6,5.56,0.3998,11,0,85,85,63,3,16,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,2,0,1,1,1,3,3,4,2,1
txn_c30600555ad4,5.15,0.4323,11,0,85,85,63,3,15,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,1,0,1,1,0,0,0,3,1,0
txn_8c40f34ceb91,3.47,0.29,11,0,85,85,63,3,13,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,0,0,1,1,1,1,1,4,1,2
txn_239e3960250f,1.05,0.4329,11,1,85,85,1,3,12,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,2,0,1,1,1,5,1,2,1,1
txn_1a8acaea9a11,1.68,0.4427,11,0,85,85,63,3,11,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,0,5,5,3,1,0
txn_9c65ff930300,5.51,0.4128,11,0,85,85,63,3,11,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,0,0,5,2,1
txn_c82493cf76b7,2.54,0.301,11,0,85,85,63,3,11,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,5,5,6,1,1
txn_8312e25b4438,4.29,0.4736,11,0,85,85,1,3,11,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,0,0,1,1,0,3,3,1,2,0
txn_6a1f9f4a3bcb,5.28,0.4252,11,1,85,85,63,3,11,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,0,0,1,1,1,2,4,6,1,1
txn_b6451a1dacb2,1.34,0.4403,11,0,85,85,63,3,11,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,2,0,1,1,1,0,0,2,2,1
txn_f5890d75f61c,3.23,0.1508,12,0,85,85,63,3,11,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,4,0,1,1,0,3,3,5,2,0
txn_aaf233f73757,3.15,0.5957,12,0,85,85,1,3,10,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,1,1,1,1,1
txn_839bde980e57,7.11,0.2896,12,0,85,85,63,3,10,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,4,0,1,1,1,3,3,6,1,1
txn_4bf42a29b505,6.58,0.2999,12,0,85,85,63,3,10,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,0,0,1,1,0,4,4,6,2,0
txn_492ab1805c39,3.12,0.3634,12,0,85,85,63,3,10,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,2,0,1,1,1,4,4,6,2,2
txn_ebb497589953,2.59,0.2198,12,0,85,85,1,3,9,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,4,0,1,1,1,1,1,1,1,2
txn_f9c8800384f6,7.54,0.4868,12,0,85,85,63,3,9,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,4,0,1,1,0,1,1,5,2,0
txn_ffce5c739f7e,0.79,0.3145,12,0,85,85,63,3,8,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,0,0,4,1,2
txn_22f5f99e5d06,3.39,0.1956,12,0,85,85,63,3,8,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,0,0,6,1,1
txn_d06e5ff24f3b,7.44,0.293,12,0,85,85,1,3,8,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,5,5,3,2,1
txn_c777cbbfcb82,5.48,0.379,12,0,85,85,63,3,8,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,4,0,1,1,1,1,1,3,1,2
txn_819d04932fb4,2.95,0.4177,12,0,85,85,63,3,8,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,0,0,1,1,1,0,0,2,2,2
txn_5090b773d86a,5.12,0.5541,12,0,85,85,63,3,8,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,0,0,1,1,0,4,4,4,2,0
txn_0c59cccba17d,6.39,0.1644,12,0,85,85,1,3,8,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,2,2,3,1,2
txn_bd5337993888,5.44,0.3708,12,0,85,85,63,3,8,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,0,0,1,1,1,3,3,2,1,1
txn_0de9837d129f,5.55,0.3627,12,0,85,85,63,3,8,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,2,0,1,1,0,5,5,1,2,0
txn_ce51258fbf87,3.92,0.3725,12,0,85,85,63,3,7,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,4,4,6,1,1
txn_9ea0d747d902,5.42,0.3531,13,0,85,85,1,3,6,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,4,0,1,1,1,4,4,1,2,1
txn_87eb70147608,2.37,0.2225,13,0,85,85,63,3,6,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,4,0,1,1,0,1,1,4,2,0
txn_00b8d61234d1,7.63,0.4309,13,0,85,85,63,3,6,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,1,0,1,1,1,4,4,2,1,2
txn_34c1a006a47f,3.88,0.1568,13,0,85,85,63,3,6,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,2,0,1,1,1,3,3,1,1,2
txn_7fffdc411e58,3.8,0.1594,13,0,85,85,1,3,6,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,0,0,1,1,0,0,0,6,1,0
txn_29cf19fb6ce6,3.37,0.6234,13,0,85,85,63,3,6,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,2,0,1,1,1,5,5,3,2,1
txn_e6a91dd7456c,4.57,0.4122,13,0,85,85,63,3,6,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,1,0,1,1,1,5,5,0,2,2
txn_e20a071c1ca0,7.1,0.1952,13,0,85,85,63,3,6,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,0,0,4,1,1
txn_d2cd6f18a5b0,6.15,0.2057,13,0,85,85,1,3,6,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,1,0,1,1,1,5,5,2,2,2
txn_27c2769815a4,5.93,0.3426,13,1,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,1,0,1,1,1,4,2,6,2,2
txn_0f0f8fc3f671,1.13,0.3848,13,0,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,1,0,1,1,0,4,4,6,1,0
txn_9a5b9d0be084,3.03,0.4461,13,0,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,1,0,1,1,1,2,2,5,1,2
txn_cf0fbf370781,0.65,0.3429,13,0,85,85,1,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,2,2,0,1,2
txn_318b0f855c2e,2.0,0.3927,13,1,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,4,0,1,1,0,1,5,2,2,0
txn_65dd51828792,4.73,0.3434,13,0,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,2,0,1,1,1,3,3,4,1,1
txn_28fb078e7460,6.33,0.2367,13,0,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,2,0,1,1,1,0,0,5,2,1
txn_72c3fc2688cc,7.31,0.5508,13,1,85,85,1,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,1,0,1,1,0,0,2,4,2,0
txn_42e7a905cc45,6.88,0.4458,14,0,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,1,1,1,2,2
txn_0fb0cad6057e,4.5,0.4996,14,0,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,0,0,1,1,1,0,0,0,1,2
txn_95e6c56bd08c,5.27,0.3464,14,0,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,1,0,1,1,0,4,4,3,2,0
txn_bbf9c506a4a3,5.12,0.08,14,0,85,85,1,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,4,4,1,1,2
txn_71302fe995f4,6.73,0.3986,14,0,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,4,0,1,1,1,0,0,5,1,1
txn_40de9687e259,5.51,0.3932,14,0,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,0,0,1,1,0,3,3,0,1,0
txn_744a1acfeb17,3.05,0.2515,14,0,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,3,3,3,1,2
txn_2eb48c116cae,2.31,0.2491,14,1,85,85,1,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,1,0,1,1,1,0,3,4,2,1
txn_6a91115167e7,2.71,0.1184,14,0,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,1,0,1,1,1,4,4,3,2,1
txn_3e1cf89413c2,4.05,0.5354,14,0,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,3,0,1,1,1,2,2,5,1,2
txn_d5632d312957,2.8,0.3288,14,0,85,85,63,3,5,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.4086,165.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,2,0,1,1,1,2,2,0,2,2
txn_2ce5050c1a86,6.22,0.3239,14,0,85,85,1,1,3,215.0,0.0396,246.54,439.0,0.1313,0.0031,0.5974,0.0,0.0,0.0,1,credential_based_fraud,card_testing,cred_card_testing_001,scn_67ebf15987d6,overt_fraud,2,0,1,1,0,2,2,6,2,0
txn_4640f252fb66,47.73,0.5226,9,0,31,31,1,3,3,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.0,0.0,0.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,4,4,1,1,0,4,4,2,2,0
txn_1f7aedc6a14c,41.85,0.553,9,0,31,31,23,3,4,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,3,4,1,1,0,3,3,3,2,0
txn_e8fd81de4a90,83.94,0.6556,9,0,31,31,23,3,5,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,0,4,1,1,0,5,5,2,1,0
txn_734ce9024d4d,105.09,0.7698,9,1,31,31,23,3,6,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,4,4,1,1,0,2,1,2,2,0
txn_84d782cd6283,47.11,0.6821,9,0,31,31,1,3,7,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.0,0.0,0.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,2,4,1,1,0,2,2,3,2,0
txn_b67e80bdd036,44.11,0.3154,10,0,31,31,23,3,8,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,4,4,1,1,0,0,0,6,2,0
txn_6887e87e215c,89.82,0.7307,10,0,31,31,23,3,9,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,3,4,1,1,0,5,5,4,1,0
txn_9c1800a1e180,55.77,0.4049,10,0,31,31,23,3,10,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,2,4,1,1,0,2,2,1,1,0
txn_ae4e4ae32597,18.26,0.6888,10,0,31,31,1,3,11,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.0,0.0,0.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,0,4,1,1,0,3,3,4,1,0
txn_a3ac7d794aef,25.28,0.5641,10,0,31,31,23,3,11,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,2,4,1,1,0,3,3,4,1,0
txn_bf907ab8dc6e,55.58,0.3904,10,1,31,31,23,3,12,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,3,4,1,1,0,3,1,1,2,0
txn_2766a7cf6f66,27.49,0.4409,10,0,31,31,23,3,13,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,2,4,1,1,0,3,3,0,1,0
txn_615d1642416a,24.87,0.4118,10,0,31,31,1,3,14,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.0,0.0,0.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,0,4,1,1,0,3,3,5,2,0
txn_69f493957fb7,14.04,0.4772,10,0,31,31,23,3,15,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,0,4,1,1,1,3,3,1,2,1
txn_9854a4692598,9.93,0.4471,10,0,31,31,23,3,16,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,1,4,1,1,0,4,4,3,2,0
txn_404ef656c4a1,78.23,0.7322,10,0,31,31,23,3,17,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,3,4,1,1,0,2,2,2,1,0
txn_2263e61aea6e,8.79,0.3268,10,0,31,31,1,3,18,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.0,0.0,0.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,2,4,1,1,0,1,1,2,2,0
txn_3ef540fd585c,81.66,0.2726,10,0,31,31,23,3,19,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,2,4,1,1,0,1,1,2,2,0
txn_4e62f0aeb4ba,35.93,0.4216,10,0,31,31,23,3,18,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,1,4,1,1,0,2,2,4,1,0
txn_725a5cdaa866,146.8,0.5011,10,0,31,31,23,3,19,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,1,4,1,1,0,2,2,5,1,0
txn_5ad76f426413,16.81,0.6294,11,0,31,31,1,3,19,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.0,0.0,0.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,3,4,1,1,0,3,3,3,2,0
txn_459c669ef39d,62.12,0.4572,11,0,31,31,23,3,20,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,2,4,1,1,0,3,3,5,1,0
txn_b150723b07fc,106.42,0.404,11,0,31,31,23,3,20,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,2,4,1,1,0,4,4,0,1,0
txn_996dcd119edb,31.97,0.7519,11,1,31,31,23,3,20,475.0,0.1794,283.74,17.0,0.2145,0.0442,0.8161,0.3151,24.0,1.0,1,credential_based_fraud,card_not_present,cred_cnp_001,scn_32ed1527bc46,overt_fraud,1,4,1,1,0,2,1,3,1,0
